"Sighting_ID","Observer_ID","Date","Time","Site_Code","Latitude","Longitude","Species_Common","Species_Code","Status","Band_Color","Tag_Flag","Bird_ID","Distance_m","Age_Class","Age_Code","Sex","Sex_Code","Release_Year","Release_Cohort"
"S003677","O04",2025-04-03,"06:13","NP",43.67101,-116.16195,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,112.7,"Hatch-year",1,"M",2,NA,NA
"S003678","O05",2025-05-31,"10:36","BR",43.61093,-116.18846,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,88.4,"Adult",3,"F",1,NA,NA
"S003679","O02",2025-07-15,"09:45","LC",43.57302,-116.17866,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Second-year",2,"F",1,NA,NA
"S003680","O03",2025-05-14,"07:49","SR",43.55049,-116.20511,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,29.7,"Hatch-year",1,NA,NA,NA,NA
"S003681","O10",2025-06-21,"08:56","SR",43.56029,-116.22528,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,109.8,"Adult",3,"F",1,NA,NA
"S003682","O03",2025-06-05,"10:33","SR",43.5733,-116.21396,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,23.2,"Adult",3,"F",1,NA,NA
"S003683","O11",2025-06-23,"06:15","BR",43.61429,-116.19792,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Second-year",2,"F",1,NA,NA
"S003684","O12",2025-04-02,"05:44","BR",43.61484,-116.20762,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,60.1,"Hatch-year",1,NA,NA,NA,NA
"S003685","O12",2025-06-08,"06:04","SR",43.56195,-116.22508,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,78.1,"Unknown",99,"M",2,NA,NA
"S003686","O03",2025-07-13,"07:59","WC",43.62968,-116.19444,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,7.5,"Adult",3,NA,NA,NA,NA
"S003687","O03",2025-07-28,"08:13","NP",43.6538,-116.1554,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,17.2,"Adult",3,"F",1,NA,NA
"S003688","O01",2025-05-09,"09:21","BR",43.62688,-116.20691,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,111.2,"Adult",3,"M",2,NA,NA
"S003689","O07",2025-04-15,"08:32","BR",43.61389,-116.1974,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,10.1,"Adult",3,"F",1,NA,NA
"S003690","O05",2025-04-13,"09:58","NP",43.65482,-116.16099,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,57.8,"Adult",3,"F",1,NA,NA
"S003691","O02",2025-07-28,"08:42","SR",43.56371,-116.22358,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,64.1,"Hatch-year",1,NA,NA,NA,NA
"S003692","O04",2025-04-24,"06:14","WC",43.61505,-116.17935,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,55,"Second-year",2,"F",1,NA,NA
"S003693","O05",2025-07-03,"09:37","BR",43.6131,-116.20271,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,92,"Hatch-year",1,"F",1,NA,NA
"S003694","O04",2025-06-20,"06:11","SR",43.5613,-116.22343,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,88.5,"Adult",3,"F",1,NA,NA
"S003695","O02",2025-06-29,"08:18","SR",43.56159,-116.22158,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,20.7,"Adult",3,"F",1,NA,NA
"S003696","O09",2025-07-24,"05:15","LC",43.58164,-116.18472,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B44140",57.5,"Second-year",2,"F",1,2025,"H2024_R2025"
"S003697","O09",2025-04-16,"10:43","MR",43.64646,-116.23873,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,105.5,"Second-year",2,"M",2,NA,NA
"S003698","O05",2025-07-20,"10:38","NP",43.65172,-116.15918,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,95.5,"Hatch-year",1,"M",2,NA,NA
"S003699","O06",2025-05-05,"10:22","MR",43.6349,-116.24114,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,119.2,"Hatch-year",1,NA,NA,NA,NA
"S003700","O04",2025-04-07,"08:00","WC",43.61358,-116.18243,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,20.9,"Unknown",99,"M",2,NA,NA
"S003701","O01",2025-07-26,"07:27","MR",43.63895,-116.2346,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,65.7,"Adult",3,"F",1,NA,NA
"S003702","O09",2025-05-07,"09:32","NP",43.67717,-116.15275,"American Robin","AMRO","Reintroduced","Blue",1,"B96750",18.6,"Second-year",2,"M",2,2025,"H2024_R2025"
"S003703","O12",2025-06-06,"08:36","MR",43.64262,-116.24586,"American Robin","AMRO","Wild Hatch","None",0,NA,107.9,"Hatch-year",1,"M",2,NA,NA
"S003704","O04",2025-06-23,"06:01","BR",43.60261,-116.21068,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,8.3,"Hatch-year",1,"F",1,NA,NA
"S003705","O11",2025-07-01,"08:49","SR",43.56188,-116.21405,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,64.1,"Adult",3,"F",1,NA,NA
"S003706","O01",2025-07-26,"09:01","LC",43.58955,-116.17979,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,48.5,"Unknown",99,"M",2,NA,NA
"S003707","O06",2025-05-03,"07:43","NP",43.66916,-116.16429,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,70.1,"Second-year",2,"M",2,NA,NA
"S003708","O10",2025-07-14,"07:10","MR",43.64118,-116.24207,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,87.9,"Hatch-year",1,NA,NA,NA,NA
"S003709","O11",2025-04-04,"09:19","MR",43.63465,-116.23887,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,37.9,"Adult",3,"F",1,NA,NA
"S003710","O10",2025-07-05,"08:39","WC",43.62532,-116.19458,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B68207",55.9,"Hatch-year",1,"F",1,2025,"H2025_R2025"
"S003711","O05",2025-06-23,"06:09","SR",43.56751,-116.20889,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,49,"Adult",3,"F",1,NA,NA
"S003712","O07",2025-04-05,"07:38","NP",43.65739,-116.16086,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,86,"Second-year",2,"F",1,NA,NA
"S003713","O05",2025-05-26,"08:34","MR",43.64738,-116.23778,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,NA,"Adult",3,NA,NA,NA,NA
"S003714","O07",2025-07-07,"06:11","SR",43.53977,-116.22193,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,56.4,"Adult",3,"M",2,NA,NA
"S003715","O09",2025-07-07,"10:11","NP",43.65998,-116.16826,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,119.9,"Second-year",2,"F",1,NA,NA
"S003716","O09",2025-06-28,"10:54","BR",43.60594,-116.19973,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,41,"Hatch-year",1,"M",2,NA,NA
"S003717","O11",2025-07-24,"06:44","MR",43.64674,-116.2374,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,53.2,"Adult",3,"F",1,NA,NA
"S003718","O11",2025-06-15,"09:04","NP",43.65689,-116.15791,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,94.1,"Hatch-year",1,"F",1,NA,NA
"S003719","O02",2025-04-18,"05:17","BR",43.61589,-116.21106,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,56,"Hatch-year",1,"M",2,NA,NA
"S003720","O08",2025-05-15,"07:38","BR",43.60718,-116.22313,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,104.4,"Adult",3,"F",1,NA,NA
"S003721","O09",2025-06-21,"10:53","BR",43.60299,-116.21081,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,15.4,"Hatch-year",1,"M",2,NA,NA
"S003722","O09",2025-04-07,"09:32","LC",43.57393,-116.19071,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,51.7,"Hatch-year",1,"M",2,NA,NA
"S003723","O08",2025-06-03,"09:18","BR",43.59794,-116.2258,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,50.1,"Adult",3,"F",1,NA,NA
"S003724","O08",2025-07-31,"05:25","SR",43.56036,-116.23326,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,7.2,"Adult",3,"F",1,NA,NA
"S003725","O11",2025-06-23,"06:36","LC",43.56689,-116.16595,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,15,"Second-year",2,"F",1,NA,NA
"S003726","O07",2025-04-13,"07:11","SR",43.56447,-116.20584,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,47.5,"Second-year",2,"M",2,NA,NA
"S003727","O01",2025-07-10,"07:45","WC",43.6161,-116.19093,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,27.9,"Adult",3,"F",1,NA,NA
"S003728","O04",2025-04-06,"07:55","BR",43.61497,-116.19611,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,27.8,"Hatch-year",1,"F",1,NA,NA
"S003729","O02",2025-07-30,"05:38","WC",43.61554,-116.18566,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,39.3,"Hatch-year",1,NA,NA,NA,NA
"S003730","O12",2025-04-27,"07:19","MR",43.63022,-116.24386,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,31.8,"Adult",3,"M",2,NA,NA
"S003731","O09",2025-05-02,"05:41","NP",43.6639,-116.17052,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,50.6,"Adult",3,"F",1,NA,NA
"S003732","O04",2025-05-15,"08:18","WC",43.61683,-116.19765,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,30.2,"Adult",3,"M",2,NA,NA
"S003733","O01",2025-04-09,"08:31","MR",43.63871,-116.23521,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B38219",55.4,"Second-year",2,"F",1,2025,"H2024_R2025"
"S003734","O11",2025-06-08,"06:45","WC",43.63691,-116.19572,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,103.9,"Adult",3,"M",2,NA,NA
"S003735","O03",2025-04-17,"07:22","MR",43.64009,-116.23669,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B13424",111,"Second-year",2,"M",2,2025,"H2024_R2025"
"S003736","O07",2025-07-07,"06:32","BR",43.60381,-116.21158,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,32.8,"Unknown",99,"M",2,NA,NA
"S003737","O11",2025-05-24,"06:29","LC",43.58049,-116.18318,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,23.2,"Second-year",2,"M",2,NA,NA
"S003738","O02",2025-05-09,"06:51","NP",43.66688,-116.16513,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,40.1,"Adult",3,"M",2,NA,NA
"S003739","O03",2025-05-22,"07:58","BR",43.62017,-116.20794,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,117.4,"Adult",3,"M",2,NA,NA
"S003740","O02",2025-06-25,"05:38","LC",43.58885,-116.19309,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,77.1,"Adult",3,"F",1,NA,NA
"S003741","O11",2025-06-24,"05:12","SR",43.57341,-116.22546,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,32,"Adult",3,NA,NA,NA,NA
"S003742","O11",2025-06-14,"09:44","MR",43.64505,-116.24816,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,84.1,"Adult",3,"F",1,NA,NA
"S003743","O08",2025-04-08,"07:33","LC",43.57461,-116.18479,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,91.1,"Hatch-year",1,NA,NA,NA,NA
"S003744","O02",2025-04-27,"09:57","NP",43.65879,-116.16146,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,112.1,"Adult",3,NA,NA,NA,NA
"S003745","O02",2025-06-26,"07:49","LC",43.59777,-116.17691,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,90.6,"Adult",3,"F",1,NA,NA
"S003746","O05",2025-07-23,"07:08","SR",43.54805,-116.22418,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,49.6,"Adult",3,"F",1,NA,NA
"S003747","O10",2025-05-20,"08:56","BR",43.60694,-116.20643,"American Robin","AMRO","Wild Hatch","None",0,NA,24,"Hatch-year",1,NA,NA,NA,NA
"S003748","O12",2025-05-26,"08:23","SR",43.54214,-116.21626,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,16.9,"Second-year",2,"M",2,NA,NA
"S003749","O02",2025-05-02,"08:27","LC",43.58505,-116.18632,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,31.2,"Hatch-year",1,"M",2,NA,NA
"S003750","O12",2025-04-01,"08:21","MR",43.63237,-116.24154,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,96.5,"Adult",3,"M",2,NA,NA
"S003751","O06",2025-07-03,"06:38","LC",43.57584,-116.18714,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,5.5,"Adult",3,NA,NA,NA,NA
"S003752","O03",2025-05-13,"08:40","NP",43.65311,-116.16206,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,72.4,"Adult",3,NA,NA,NA,NA
"S003753","O07",2025-04-19,"06:57","LC",43.57186,-116.17904,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,71.8,"Adult",3,"M",2,NA,NA
"S003754","O08",2025-04-16,"06:11","NP",43.66558,-116.13889,"Red-winged Blackbird","RWBL","Reintroduced","Silver",1,"B93940",114.4,"Adult",3,"M",2,2024,"H2023_R2024"
"S003755","O09",2025-06-22,"10:15","WC",43.6034,-116.19208,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,30.2,"Adult",3,"F",1,NA,NA
"S003756","O06",2025-05-16,"05:44","WC",43.61715,-116.18877,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,85,"Second-year",2,"M",2,NA,NA
"S003757","O10",2025-05-05,"07:18","WC",43.62294,-116.19366,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,30.4,"Adult",3,"M",2,NA,NA
"S003758","O12",2025-07-26,"05:27","MR",43.64894,-116.23044,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,15.9,"Unknown",99,"F",1,NA,NA
"S003759","O07",2025-05-08,"05:46","MR",43.63684,-116.24474,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,36.4,"Adult",3,"M",2,NA,NA
"S003760","O12",2025-06-29,"11:00","SR",43.56342,-116.21655,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,98.2,"Unknown",99,"M",2,NA,NA
"S003761","O11",2025-06-22,"09:43","MR",43.64078,-116.24404,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,84.3,"Unknown",99,"F",1,NA,NA
"S003762","O06",2025-06-03,"10:55","MR",43.63403,-116.24709,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,22.6,"Second-year",2,"M",2,NA,NA
"S003763","O07",2025-05-13,"06:57","MR",43.64083,-116.22893,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B11091",13.7,"Second-year",2,"F",1,2025,"H2024_R2025"
"S003764","O01",2025-07-28,"10:04","MR",43.63709,-116.23965,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,108.6,"Adult",3,"F",1,NA,NA
"S003765","O06",2025-05-19,"09:49","BR",43.62087,-116.2125,"Red-winged Blackbird","RWBL","Reintroduced","Silver",1,"B38219",NA,"Adult",3,"M",2,2024,"H2023_R2024"
"S003766","O04",2025-06-30,"10:43","NP",43.65453,-116.16037,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,106.8,"Adult",3,"F",1,NA,NA
"S003767","O05",2025-04-09,"10:05","WC",43.6186,-116.19499,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,118.5,"Hatch-year",1,NA,NA,NA,NA
"S003768","O02",2025-06-07,"05:11","SR",43.55689,-116.2176,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,28.8,"Second-year",2,"F",1,NA,NA
"S003769","O06",2025-05-29,"10:05","MR",43.63592,-116.24301,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,25,"Second-year",2,NA,NA,NA,NA
"S003770","O08",2025-06-27,"06:57","LC",43.58292,-116.17021,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,100.3,"Hatch-year",1,NA,NA,NA,NA
"S003771","O11",2025-05-17,"06:00","LC",43.58488,-116.18429,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,57.5,"Adult",3,"M",2,NA,NA
"S003772","O05",2025-05-23,"10:55","WC",43.62213,-116.18188,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,102.2,"Hatch-year",1,"M",2,NA,NA
"S003773","O10",2025-05-04,"08:53","BR",43.59725,-116.21785,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,47.4,"Adult",3,"F",1,NA,NA
"S003774","O08",2025-07-16,"05:49","MR",43.64515,-116.22741,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,73.2,"Hatch-year",1,NA,NA,NA,NA
"S003775","O02",2025-06-19,"06:21","BR",43.61954,-116.21303,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Hatch-year",1,"F",1,NA,NA
"S003776","O10",2025-05-30,"09:44","SR",43.56889,-116.21546,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,94.2,"Adult",3,"M",2,NA,NA
"S003777","O02",2025-06-01,"05:34","LC",43.58315,-116.19357,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,15.3,"Adult",3,"M",2,NA,NA
"S003778","O08",2025-06-19,"06:21","LC",43.57075,-116.17336,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,28.7,"Adult",3,"F",1,NA,NA
"S003779","O04",2025-05-05,"10:08","NP",43.66528,-116.15777,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Hatch-year",1,"F",1,NA,NA
"S003780","O09",2025-04-08,"07:17","MR",43.63094,-116.23722,"American Robin","AMRO","Wild Hatch","None",0,NA,69.3,"Hatch-year",1,NA,NA,NA,NA
"S003781","O12",2025-05-04,"08:38","BR",43.60329,-116.20905,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,26.6,"Adult",3,"F",1,NA,NA
"S003782","O03",2025-07-07,"09:30","BR",43.60654,-116.20346,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,27.3,"Adult",3,"M",2,NA,NA
"S003783","O07",2025-06-17,"09:43","LC",43.57223,-116.16932,"American Robin","AMRO","Wild Hatch","None",0,NA,73.9,"Adult",3,"F",1,NA,NA
"S003784","O07",2025-07-11,"10:19","SR",43.55916,-116.2208,"Asterfall Reedlark","ARLK","Reintroduced","Blue",1,"B21208",60.5,"Second-year",2,"M",2,2025,"H2024_R2025"
"S003785","O07",2025-07-23,"09:49","SR",43.56437,-116.21421,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,80.6,"Adult",3,"M",2,NA,NA
"S003786","O08",2025-04-04,"05:14","MR",43.6416,-116.23851,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,79.5,"Hatch-year",1,"M",2,NA,NA
"S003787","O05",2025-05-18,"06:51","MR",43.6432,-116.24158,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Adult",3,"F",1,NA,NA
"S003788","O03",2025-04-10,"06:29","MR",43.64563,-116.23882,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,51.8,"Second-year",2,"M",2,NA,NA
"S003789","O06",2025-06-10,"09:42","LC",43.57192,-116.17088,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,94.3,"Adult",3,"M",2,NA,NA
"S003790","O10",2025-06-23,"06:54","WC",43.62129,-116.2033,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,56.6,"Hatch-year",1,"M",2,NA,NA
"S003791","O08",2025-05-14,"10:21","WC",43.61737,-116.19054,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,79.1,"Adult",3,"F",1,NA,NA
"S003792","O04",2025-05-29,"05:59","WC",43.63083,-116.18535,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,78,"Adult",3,NA,NA,NA,NA
"S003793","O01",2025-06-13,"05:51","MR",43.64167,-116.24488,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,77.5,"Second-year",2,"M",2,NA,NA
"S003794","O01",2025-07-24,"06:27","LC",43.5653,-116.16664,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,48.8,"Second-year",2,"M",2,NA,NA
"S003795","O05",2025-06-22,"07:24","MR",43.64542,-116.23777,"American Robin","AMRO","Wild Hatch","None",0,NA,20.3,"Second-year",2,"F",1,NA,NA
"S003796","O08",2025-04-19,"10:24","BR",43.61329,-116.20513,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,89.4,"Second-year",2,NA,NA,NA,NA
"S003797","O06",2025-04-01,"10:38","SR",43.55766,-116.23001,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,119,"Adult",3,"M",2,NA,NA
"S003798","O12",2025-04-06,"07:46","WC",43.61628,-116.19264,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,94.5,"Hatch-year",1,NA,NA,NA,NA
"S003799","O01",2025-04-18,"07:19","BR",43.61367,-116.20048,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,59.3,"Adult",3,"F",1,NA,NA
"S003800","O09",2025-04-06,"09:19","MR",43.64063,-116.24228,"Song Sparrow","SOSP","Reintroduced","Blue",1,"B83038",93.2,"Second-year",2,"F",1,2025,"H2024_R2025"
"S003801","O12",2025-07-13,"09:09","BR",43.60187,-116.21256,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,91.7,"Adult",3,"M",2,NA,NA
"S003802","O03",2025-06-30,"07:29","LC",43.57639,-116.18961,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,106.5,"Hatch-year",1,NA,NA,NA,NA
"S003803","O08",2025-05-20,"10:22","NP",43.66211,-116.15517,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,112.8,"Adult",3,"F",1,NA,NA
"S003804","O08",2025-07-23,"10:11","BR",43.62931,-116.20137,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,51.5,"Adult",3,"F",1,NA,NA
"S003805","O04",2025-05-21,"10:16","MR",43.64301,-116.24785,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,95.3,"Adult",3,"M",2,NA,NA
"S003806","O02",2025-04-11,"09:28","MR",43.63189,-116.2237,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,85.3,"Adult",3,"M",2,NA,NA
"S003807","O06",2025-06-29,"09:01","BR",43.60083,-116.20977,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,73.4,"Unknown",99,NA,NA,NA,NA
"S003808","O11",2025-07-08,"05:30","NP",43.65746,-116.16954,"American Robin","AMRO","Wild Hatch","None",0,NA,24.3,"Adult",3,"F",1,NA,NA
"S003809","O06",2025-04-02,"06:32","BR",43.6121,-116.22765,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,28.8,"Hatch-year",1,"F",1,NA,NA
"S003810","O07",2025-07-08,"07:16","SR",43.54919,-116.20681,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,81.1,"Adult",3,"F",1,NA,NA
"S003811","O12",2025-05-24,"08:35","LC",43.57525,-116.17858,"American Robin","AMRO","Wild Hatch","None",0,NA,104.5,"Hatch-year",1,"F",1,NA,NA
"S003812","O10",2025-04-09,"08:37","MR",43.63344,-116.22621,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,95.9,"Second-year",2,"F",1,NA,NA
"S003813","O07",2025-04-22,"10:53","WC",43.61912,-116.18608,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,24.1,"Unknown",99,"M",2,NA,NA
"S003814","O06",2025-05-16,"05:10","WC",43.62898,-116.18115,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Second-year",2,"M",2,NA,NA
"S003815","O08",2025-07-03,"07:49","LC",43.58654,-116.17366,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,29.4,"Second-year",2,"M",2,NA,NA
"S003816","O07",2025-07-15,"05:00","BR",43.61688,-116.20569,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,39,"Unknown",99,"F",1,NA,NA
"S003817","O07",2025-07-07,"06:04","LC",43.57904,-116.1857,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,54.5,"Unknown",99,"M",2,NA,NA
"S003818","O07",2025-04-28,"06:00","LC",43.58299,-116.19246,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,12.5,"Adult",3,"M",2,NA,NA
"S003819","O10",2025-06-09,"05:52","WC",43.61551,-116.1894,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,74.4,"Unknown",99,"F",1,NA,NA
"S003820","O09",2025-07-05,"08:14","LC",43.58211,-116.16587,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,NA,"Adult",3,"F",1,NA,NA
"S003821","O06",2025-04-10,"05:37","SR",43.55355,-116.21419,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,97.7,"Adult",3,"M",2,NA,NA
"S003822","O01",2025-07-07,"05:56","NP",43.66417,-116.16948,"Red-winged Blackbird","RWBL","Wild Hatch","None",0,NA,101,"Second-year",2,"M",2,NA,NA
"S003823","O08",2025-05-03,"05:40","SR",43.56717,-116.21904,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,52.4,"Second-year",2,NA,NA,NA,NA
"S003824","O06",2025-04-30,"08:45","NP",43.65463,-116.14918,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,107.5,"Second-year",2,"F",1,NA,NA
"S003825","O06",2025-07-02,"10:47","BR",43.62062,-116.19609,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,24.8,"Second-year",2,NA,NA,NA,NA
"S003826","O10",2025-06-06,"09:03","SR",43.55353,-116.21682,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,50.8,"Hatch-year",1,"M",2,NA,NA
"S003827","O04",2025-04-09,"07:52","LC",43.57629,-116.17551,"Song Sparrow","SOSP","Wild Hatch","None",0,NA,91.1,"Adult",3,"M",2,NA,NA
"S003828","O09",2025-05-06,"09:13","SR",43.56813,-116.22568,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,11.6,"Second-year",2,"F",1,NA,NA
"S003829","O12",2025-07-28,"05:41","BR",43.6077,-116.21051,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,114,"Hatch-year",1,"F",1,NA,NA
"S003830","O06",2025-06-07,"05:40","MR",43.65442,-116.22195,"Asterfall Reedlark","ARLK","Reintroduced","Silver",1,"B36346",8.7,"Adult",3,"F",1,2024,"H2023_R2024"
"S003831","O12",2025-04-28,"07:05","WC",43.63148,-116.1913,"Asterfall Reedlark","ARLK","Wild Hatch","None",0,NA,65.6,"Adult",3,"M",2,NA,NA
"S003832","O12",2025-04-23,"09:05","LC",43.57815,-116.18658,"Asterfall Reedlark","ARLK","Reintroduced","Green",1,"B52968",47.9,"Hatch-year",1,"M",2,2025,"H2025_R2025"
